"","RackNo","RackPos","Replicate_1","Replicate_2","mean","sd","CATNUM","mol weight Structure","Name","SecName","Class","Enzyme","Action","Selectivity","Description"
"215",12,"D05",3.39383670927303,5.55859724460611,4.47621697693957,1.53071685417904,"O 9126",760.80236,"Oxotremorine sesquifumarate salt","1-(4-[1-Pyrrolidinyl]-2-butynyl)-2-pyrrolidinone","Cholinergic",NA,"Agonist","M2","Muscarinic acetylcholine receptor agonist with preference for the M2 receptor"
"216",12,"E03",5.33947165824084,3.61165746854604,4.47556456339344,1.22174913016354,"N-211",269.0558,"NS 2028","4H-8-Bromo-1,2,4-oxadiazolo(3,4-d)benz(b)(1,4)oxazin-1-one","Cyclic Nucleotides","Enzyme","Inhibitor","Guanylate cyclase","Specific soluble guanylyl cyclase inhibitor"
"217",10,"C09",3.30127605667577,5.53781380031478,4.41954492849527,1.58147100490681,"M 5441",568.56485,"Mibefradil dihydrochloride","Ro 40-5967; (1S,2S)-2-[2[[3-(2-benzimidazolylpropyl]methylamino]ethyl]-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphthyl methoxyacetate dihydrochloride","Ca2+ Channel",NA,"Blocker","T-type","T-type Ca2+ channel blocker"
"218",12,"C02",3.52947726908438,5.26769400003158,4.39858563455798,1.22910483762467,"N-151",307.82339,"Nisoxetine hydrochloride","LY-94,939","Adrenoceptor",NA,"Blocker","Reuptake","Potent and selective norepinephrine reuptake blocker"
"219",10,"E04",3.99421074471476,4.76463522539945,4.37942298505711,0.544772374684275,"M 1692",398.41929,"MRS 1845","N-Propargylnitrendipene","Ca2+ Channel",NA,"Inhibitor","SOC","Store-operated calcium (SOC) channel inhibitor."
"220",10,"D08",3.05921542011302,5.67682531877565,4.36802036944434,1.85092970984538,"M 4910",198.09661,"1-Methylhistamine dihydrochloride",NA,"Histamine",NA,"Metabolite",NA,"Histamine metabolite that crosses the blood-brain barrier"
"221",11,"E07",3.57242277143562,5.15313617445283,4.36277947294422,1.11773316638594,"N 3136",377.87158,"Naltrexone hydrochloride","17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one hydrochloride","Opioid",NA,"Antagonist",NA,"Opioid receptor antagonist with greater potency and longer duration of action than its N-allyl congener, naloxone"
"222",6,"B09",5.45510702044083,3.20657815757589,4.33084258900836,1.58995000662548,"D-133",231.03928,"6,7-Dichloroquinoxaline-2,3-dione","DCQX","Glutamate",NA,"Antagonist","NMDA-glycine","High affinity antagonist specific for the strychnine-insensitive glycine binding site of the NMDA glutamate receptor"
"223",3,"H06",4.24207442513125,4.41429655129018,4.32818548821071,0.121779433277348,"B-019",340.29611,"Phenoxybenzamine hydrochloride",NA,"Adrenoceptor",NA,"Blocker","alpha","Selective alpha adrenoceptor blocking agent; calmodulin antagonist"
"224",6,"E07",4.5182147608053,4.12567204188758,4.32194340134644,0.277569618452119,"D-052",523.49878,"GBR-12909 dihydrochloride","1-[2-[bis(4-Fluorophenyl)methoxy]ethyl]-4-[3-phenylpropyl]piperazine dihydrochloride","Dopamine",NA,"Inhibitor","Reuptake","Selective dopamine reuptake inhibitor"
"225",10,"B05",2.05210444934496,6.58578698663203,4.3189457179885,3.20579766586272,"M 2398",520.60362,"Metaproterenol hemisulfate",NA,"Adrenoceptor",NA,"Agonist","beta2","beta2-Adrenoceptor agonist"
"226",10,"D06",4.09597038630845,4.47238300652739,4.28417669641792,0.266163916281011,"M 3127",278.37258,"S-Methylisothiourea hemisulfate","Carbamimidothioic acid methyl ester hemisulfate","Nitric Oxide","Enzyme","Inhibitor","iNOS","Selective inducle nitric oxide synthase inhibitor"
"227",10,"C03",4.69097599722667,3.86905160880105,4.28001380301386,0.581188308678365,"L-135",340.85617,"L-741,626","(±)-3-[4-(4-Chlorophenyl)-4-hydroxypiperidinyl]methylindole","Dopamine",NA,"Antagonist","D2","Selective D2 dopamine receptor antagonist"
"228",10,"F04",3.94840031768374,4.5969976868093,4.27269900224652,0.458627597968436,"M 1777",177.2019,"N-Methyl-1-deoxynojirimycin","1,5-Dideoxy-1,5-imino-1-methyl-D-sorbitol","Biochemistry","Enzyme","Inhibitor","Glucosidase","Interferes with metabolism of N-linked glycoproteins by inhibition of glucosidase"
"229",11,"D03",4.10826127467871,4.43380411568242,4.27103269518056,0.230193550440461,"M-001",334.41892,"Proglumide","4-Benzoylamino-5-dipropylamino-5-oxopentanoic acid","Cholecystokinin",NA,"Antagonist",NA,"Selective cholecystokinin receptor antagonist"
"230",8,"A04",4.53960444554463,3.99090000920075,4.26525222737269,0.3879926278059,"H 1377",454.52488,"MHPG piperazine","MOPEG piperazine","Adrenoceptor",NA,"Metabolite",NA,"Norepinephrine metabolite"
"231",10,"B08",3.12465491660929,5.40087570514666,4.26276531087798,1.60953115505257,"M 4659",211.22503,"Milrinone","1,6-Dihydro-2-methyl-6-oxo-[3,4'-bipyridine]-5-carbonitrile","Cyclic Nucleotides","Enzyme","Inhibitor","PDE III","Phosphodiesterase III inhibitor"
"232",10,"B07",3.97518438611945,4.53818771979782,4.25668605295863,0.398103475074608,"U-106",519.42669,"(-)-cis-(1S,2R)-U-50488 tartrate","(-)-(1S,2R)-cis-3,4-Dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]benzeneacetamide tartrate","Neurotransmission",NA,"Ligand","Sigma receptor","Potent sigma receptor ligand."
"233",2,"H05",4.217086061519,4.23634692048378,4.22671649100139,0.0136194839854738,"A 9809",429.92885,"Amsacrine hydrochloride","m-AMSA hydrochloride","DNA Repair","Enzyme","Inhibitor","TopoII","DNA topoisomerase II inhibitor"
"234",6,"A06",5.78027194504629,2.64890797743284,4.21458996123957,2.21420869586269,"D 9891",480.90615,"Doxycycline hydrochloride",NA,"Antibiotic",NA,NA,"Protein synthesis","6-deoxytetracycline antibiotic; interferes with protein synthesis"
"235",6,"F05",5.67933841756582,2.74164443885342,4.21049142820962,2.07726333339842,"D 9628",197.19232,"L-3,4-Dihydroxyphenylalanine","L-DOPA; Levodopa","Dopamine",NA,"Precursor",NA,"Precursor to dopamine; antiparkinsonian agent"
"236",11,"E08",4.102098311081,4.26988778626217,4.18599304867159,0.118645075712339,"N 4396",393.91461,"Nalbuphine hydrochloride",NA,"Opioid",NA,"Antagonist",NA,"Narcotic antagonist"
"237",10,"F02",5.55804917658073,2.8138234700298,4.18593632330526,1.94046060620861,"L-121",433.50602,"Levallorphan tartrate","17-(2-Propenyl)morphinan-3-ol tartrate","Opioid",NA,"Antagonist",NA,"Opioid receptor antagonist."
"238",11,"A06",2.70800233299987,5.65738104780587,4.18269169040287,2.08552568952659,"M-216",376.19867,"MDL 105,519","(Z)-2-Carboxy-4,6-dichloroindole-3-(2'-phenyl-2'-carboxy)-ene","Glutamate",NA,"Antagonist","NMDA-Glycine","High affinity NMDA glutamate receptor antagonist at the glycine site"
"239",12,"C09",2.88062616845596,5.43444839287953,4.15753728066775,1.80582501283482,"T 9567",210.29703,"Thiolactomycin","[R-(E)]-4-hydroxy-3,5-dimethyl-5-(2-methyl-1,3-butadienyl)-2(5H)-thiophenone","Antibiotic","Enzyme","Inhibitor","Myristate synthesis","Inhibits bacterial, not eukaryotic, myristate synthesis. Effective as antitrypanosomal and antimalarial."
"240",12,"D07",3.32138891010904,4.97768280517952,4.14953585764428,1.17117664484221,"P 1675",602.59768,"Picrotoxin",NA,"GABA",NA,"Antagonist","GABA-C","GABA-C receptor antagonist; powerful, nonspecific CNS stimulant isolated from Anamirta cocculin"
"241",10,"D07",4.36782082845163,3.91749084505983,4.14265583675573,0.318431385027962,"M 3808",459.29506,"MRS 2179","2'-Deoxy-N6-methyl adenosine 3',5'-diphosphate diammonium salt","P2 Receptor",NA,"Antagonist","P2Y1","Competitive P2Y1 receptor antagonist"
"242",14,"A08",3.24693427392448,5.03277913776676,4.13985670584562,1.26278301337004,"S 2501",254.63249,"Spermidine trihydrochloride","N-(3-Aminopropyl)-1,4-butanediamine trihydrochloride","Glutamate",NA,"Ligand","NMDA-Polyamine","Binds to the polyamine modulatory site of the NMDA glutamate receptor"
"243",10,"E07",4.29304464725977,3.96986344576138,4.13145404651058,0.228523619131532,"M 3935",373.38724,"Meloxicam sodium","4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxide","Prostaglandin","Enzyme","Inhibitor","COX-2","Non-steroidal anti-inflammatory drug (NSAID) that shows 300-fold selectivity for cyclooxygenase-2 (COX-2) vs. cyclooxygenase-1 (COX-1)."
"244",5,"A03",5.37389794434137,2.86922586005796,4.12156190219966,1.77107061544544,"C-104",252.20889,"(±)-CPP","(±)-3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid","Glutamate",NA,"Antagonist","NMDA","Potent and selective NMDA glutamate receptor antagonist; anticonvulsant"
"245",13,"B11",4.20039691677571,4.00455559268228,4.10247625472899,0.138480728303019,"Q 3504",235.67485,"Quazinone","Ro 13-6438","Cyclic Nucleotides","Enzyme","Inhibitor","PDE III","Phosphodiesterase III (PDE III) inhibitor"
"246",11,"F09",4.33725625314834,3.86425468321838,4.10075546818336,0.334462617609358,"N 7127",219.66983,"(±)-Normetanephrine hydrochloride","alpha-(Aminomethyl)-4-hydroxy-3-methoxy-benzyl alcohol hydrochloride","Adrenoceptor",NA,"Metabolite","Norepinephrine","Norepinephrine metabolite"
"247",11,"A05",3.75908588685714,4.42174315585537,4.09041452135626,0.468569448511207,"M-149",452.66091,"Methiothepin mesylate","1-[10,11-Dihydro--8-(methylthio)dibenzo[b,f]thiepin-10-yl]-4-methylpiperazine mesylate","Serotonin",NA,"Antagonist","5-HT1E, 5-HT1F, 5-HT6","5-HT1 Serotonin receptor antagonist; blocks serotonin autoreceptors"
"248",14,"D08",3.93551925961395,4.24210805435696,4.08881365698546,0.216791015798594,"S 2876",348.1894,"Spermine tetrahydrochloride","N,N'-bis(3-Aminopropyl)-1,4-butanediamine tetrahydrochloride","Glutamate",NA,"Antagonist","NMDA-Polyamine","Binds to the polyamine modulatory site of the NMDA glutamate receptor, attenuating both NMDA and quisqualate mediated responses in vivo."
"249",10,"A07",2.56497650158659,5.60363586904054,4.08430618531356,2.14865664444272,"M 3668",403.52878,"Metergoline","[[(8beta)-1,6-Dimethylergolin-8-yl]-methyl]carbamic acid phenylmethyl ester","Serotonin",NA,"Antagonist","5-HT2/5-HT1D","5-HT1/5-HT2 Serotonin receptor antagonist; analgesic; antipyretic"
"250",7,"D06",5.24092634186545,2.90715991612198,4.07404312899371,1.6502220653487,"F 3764",275.24165,"Furegrelate sodium","5-(3-Pyridinylmethyl)benzofurancarboxylic acid sodium","Phosphorylation","Enzyme","Inhibitor","Thromboxane synthase","Thromboxane synthetase inhibitor"
"251",4,"D10",3.35885452740532,4.78729504432709,4.07307478586621,1.010059976037,"C 8270",445.45137,"Cephapirin sodium","BL-P-1322","Antibiotic",NA,NA,"Cell wall synthesis","Cephalosporin C antibiotic;  interferes with cell wall synthesis"
"252",11,"G03",5.65609593142539,2.48227466918259,4.06918530030399,2.24423053680593,"M-105",728.76502,"Methoctramine tetrahydrochloride","N,N'-bis[6-[[(2-Methoxyphenyl)methyl]amino]hexyl]1,8-octane diamine tetrahydrochloride","Cholinergic",NA,"Antagonist","M2","Selective M2 muscarinic acetylcholine receptor antagonist"
"253",15,"C08",4.43674671346261,3.69403700072967,4.06539185709614,0.525175074326578,"T 4318",280.28564,"Tyrphostin AG 494","N-Phenyl-3,4-dihydroxybenzylidenecyanoacetamide","Phosphorylation","Enzyme","Inhibitor","EGFR","Protein tyrosine kinase inhibitor. Inhibits EGF-receptor kinase activity."
"254",11,"G08",4.58948788193308,3.49868505822622,4.04408647007965,0.771314073580554,"N 4784",1505.10163,"NF449 octasodium salt","4,4',4"",4""'-[Carbonyl-bis[imino-5,1,3-benzenetriyl bis-(carbonyl-imino)]]tetrakis(benzene-1,3-disulfonic acid)","G protein","Enzyme","Antagonist","Gs-alpha","Potent G protein antagonist, selective for Gs-alpha"
"255",6,"B04",5.15799671752668,2.91805675677954,4.03802673715311,1.58387673569503,"D 8190",425.10686,"3',4'-Dichlorobenzamil","L-594,881","Ion Pump",NA,"Inhibitor","Na+/Ca2+ exchanger","Na+/Ca2+ exchanger inhibitor"
"256",10,"E09",4.44377151848887,3.61055247535491,4.02716199692189,0.589174835613788,"M 5560",232.60228,"(S)-MAP4 hydrochloride","(S)-2-Amino-2-methyl-4-phosphonobutanoate hydrochloride","Glutamate",NA,"Antagonist","mGluR4,6,7","Selective mGluR4,6,7 metabotropic glutamate receptor antagonist"
"257",12,"F03",4.83487794484529,3.21017489010402,4.02252641747466,1.14883854742205,"O 0250",189.64334,"(±)-Octopamine hydrochloride","(±)-alpha-(Aminomethyl)-4-hydroxybenzyl alcohol hydrochloride","Adrenoceptor",NA,"Agonist","alpha","Neurotransmitter"
"258",12,"C08",2.70593442605641,5.3303547597569,4.01814459290665,1.85574541464348,"P 2116",185.22757,"Pirfenidone","5-Methyl-1-phenyl-2-(1H)-pyridone","Immune System",NA,"Inhibitor",NA,"Inhibitor of collagen production and fibroblast proliferation"
"259",6,"C05",5.36931703101245,2.64373791756089,4.00652747428667,1.92727547378202,"D 9175",336.24143,"Dantrolene sodium","1-([5-(p-Nitrophenyl)furfurylidene]amino)hydantoin","Intracellular Calcium",NA,"Inhibitor","Release","Inhibits intracellular Ca2+ release from the sarcoplasmic reticulum; muscle relaxant."
"260",10,"E03",4.61745807931408,3.38623875740899,4.00184841836153,0.870603531646992,"M 0763",336.26431,"Metoclopramide hydrochloride",NA,"Dopamine",NA,"Antagonist","D2","5-HT3 Serotonin receptor antagonist; D2 dopamine receptor antagonist; anti-emetic"
"261",12,"F06",4.21768566787634,3.7841081876953,4.00089692778582,0.306585576405787,"P 0618",312.25269,"cis-(±)-8-OH-PBZI hydrobromide","cis-(±)-1,2,3a,4,5,9b-hexhydro-1H-benz[e]indole hydrobromide","Dopamine",NA,"Agonist","D3","D3 dopamine receptor agonist"
"262",11,"C10",3.90567028669502,4.09300495593306,3.99933762131404,0.13246561496956,"N 7758",363.84449,"Naloxone hydrochloride",NA,"Opioid",NA,"Antagonist",NA,"Opioid receptor antagonist"
"263",10,"G05",5.372283744911,2.59142272512016,3.98185323501558,1.96636568463144,"M 2727",215.72521,"Mexiletene hydrochloride","1-(2,6-Xylyloxy)-2-aminopropane","Na+ Channel",NA,"Blocker",NA,"Sodium channel blocker"
"264",5,"D06",5.98403473231518,1.91021299121785,3.94712386176651,2.88062697847511,"D 0670",586.68277,"Dihydroouabain",NA,"Ion Pump",NA,"Inhibitor","Na+/K+ Pump","Sodium-potassium pump inhibitor"
"265",15,"A09",3.707438703083,4.13313462417101,3.920286663627,0.301012472524784,"T 4568",308.33982,"Tyrphostin AG 528","N-(3',4'-Dihydroxybenzylidenecyanoacetyl)-indoline","Phosphorylation","Enzyme","Inhibitor","EGFR","Protein tyrosine kinase inhibitor with approximately equal potency for inhibiting EGFR-kinase activity and HER1-2-kinase activity."
"266",12,"B04",2.18855572570813,5.6431049047749,3.91583031524152,2.44273515046053,"O 1008",282.47048,"Oleic Acid","Elainic acid","Phosphorylation","Enzyme","Activator","PKC","Activates protein kinase C in hepatocytes; uncouples oxidative phosphorylation"
"267",10,"D04",2.31385273244231,5.49662820625419,3.90524046934825,2.2505621205266,"M 1559",278.14286,"Moxonidine hydrochloride","BDF-5895","Adrenoceptor",NA,"Agonist","alpha2A","Selective alpha2A adrenoreceptor agonist; imidazoline binding site agonist; antihypertensive"
"268",9,"G02",5.72694936204188,2.07780970602767,3.90237953403478,2.58033139626439,"I 5531",348.44878,"IIK7","N-Butanoyl 2-(9-methoxy-6H-isoindolo[2,1-a]indol-11-yl)ethanamine","Melatonin",NA,"Agonist",NA,"Melatonin receptor agonist"
"269",12,"A03",2.85250624283868,4.94911850890695,3.90081237587282,1.48252875085577,"N-165",445.52279,"Naloxone benzoylhydrazone","[(5alpha)-4,5-Epoxy-
3,14-dihydroxy-17-(2-propenyl)morphinan-6-ylidene]hydrazide benzoic acid","Opioid",NA,"Agonist","kappa","kappa3 Opioid receptor agonist; mixed mu opioid receptor agonist/antagonist"
"270",12,"C07",3.16187440847031,4.61812429484442,3.88999935165736,1.02972416975727,"P 1061",389.96999,"SKF-525A hydrochloride","Proadifen hydrochloride","Multi-Drug Resistance","Enzyme","Inhibitor","Microsomal oxidation","Inhibitor of microsomal drug metabolism"
"271",10,"A09",2.12519587587938,5.64763750799549,3.88641669193744,2.49074236440311,"M 5391",684.83162,"(±)-Metoprolol (+)-tartrate","1-(Isopropylamino)-3-(p-[beta-methoxyethyl]phenoxy)-2-propanol tartrate","Adrenoceptor",NA,"Antagonist","beta1","Beta1-Adrenoceptor antagonist"
"272",6,"C07",4.51764257575244,3.2521820118591,3.88491229380577,0.894815746053133,"I 9532",311.29971,"Icilin","AG-3-5; 1-(2-Hydroxyphenyl)-4-(3-nitrophenyl)-1,2,3,6-tetrahydropyrimidin-2-one","Neurotransmission",NA,"Agonist","CMR1","Potent agonist at the CMR1 cold- and menthol-sensitive receptor."
"273",12,"A08",2.31965078753098,5.40606254099546,3.86285666426322,2.1824226804086,"P 1918",732.68745,"Pancuronium bromide","1,1'-([2beta,3alpha,5alpha,16beta,17beta]-3,17-Bis[acetyloxy]androstane-2,16-diyl)bis(1-methylpiperidinium) dibromide","Cholinergic",NA,"Antagonist",NA,"Aminosteroidal neuromuscular blocking agent; skeletal muscle relaxant"
"274",15,"D09",4.70804780955581,2.98843519545249,3.84824150250415,1.21594974044638,"T 4818",322.36691,"Tyrphostin AG 555","Tyrphostin B46","Phosphorylation","Enzyme","Inhibitor","EGFR","EGFR protein tyrosine kinase inhibitor"
"275",8,"A07",4.56553727912456,3.09344936369608,3.82949332141032,1.04092334750225,"H 8125",191.6185,"L-Histidine hydrochloride","S(+)-alpha-Amino-1H-imidazole-4-propanoic acid hydrochloride","Histamine",NA,"Precursor",NA,"Histamine precursor"
"276",2,"A07",3.63175770317175,3.99629096182881,3.81402433250028,0.257763939164438,"A-024",294.27203,"5'-N-Methyl carboxamidoadenosine","MECA","Adenosine",NA,"Agonist","A2 > A1","Adenosine receptor agonist with selectivity for A2 over A1"
"277",12,"E09",3.42169421355214,4.16952641983114,3.79561031669164,0.528797224249582,"P 4405",414.41584,"Podophyllotoxin",NA,"Cytoskeleton and ECM",NA,"Inhibitor",NA,"Antineoplastic glucoside; inhibitor of microtubule assembly"
"278",4,"D08",2.7130406542201,4.87127994953454,3.79216030187732,1.52610564114011,"C 7041",317.21776,"McN-A-343","(4-Hydroxy-2-butynyl)-1-trimethylammonium-m-chlorocarbanilate chloride","Cholinergic",NA,"Agonist","M1","M1 muscarinic acetylcholine receptor agonist."
"279",10,"A10",1.47553798268867,6.08483600290324,3.78018699279595,3.25926588660345,"M 6316",486.53492,"MRS 1754","8-[4-[((4-Cyanophenyl)carbamoylmethyl)oxy]phenyl]-1,3-di(n-propyl)xanthine","Adenosine",NA,"Antagonist","A2B","Potent A2B adenosine receptor antagonist"
"280",12,"E08",2.67519861875178,4.87897545000685,3.77708703437932,1.55830554160226,"P 2607",353.89291,"PRE-084",NA,"Opioid",NA,"Agonist","sigma1","Potent and highly selective sigma1 receptor agonist"
"281",12,"D02",4.87841724219236,2.64724421040534,3.76283072629885,1.57767758077715,"N-153",335.87757,"Nylidrin hydrochloride",NA,"Adrenoceptor",NA,"Agonist","beta","beta Adrenoceptor agonist; peripheral vasodilator"
"282",11,"A09",2.18921962291025,5.30345725700771,3.74633843995898,2.20209854929666,"N 5260",462.41412,"(-)-Nicotine hydrogen tartrate salt","(-)-1-Methyl-2-(3-pyridyl)pyrrolidine","Cholinergic",NA,"Agonist","Nicotinic","Prototype nicotinic acetylcholine receptor agonist"
"283",5,"D07",4.52843167329746,2.94554757352303,3.73698962341024,1.11926808078286,"D 1507",247.68038,"L-3,4-Dihydroxyphenylalanine methyl ester hydrochloride","Methyl L-DOPA hydrochloride","Dopamine",NA,"Precursor",NA,"Precursor to L-DOPA that crosses the blood-brain barrier"
"284",12,"C10",3.31293879789104,4.14767820246124,3.73030850017614,0.590249893495209,"P 4668",312.41533,"Praziquantel","2-(Cyclohexylcarbonyl)-1,2,3,6,7-11b-hexahydro-4H-pyrazinoe(2,1a)isoquinolin-4-one","Antibiotic",NA,NA,"Ca2+ Ionophore","Ca2+ Ionophore; anthelmintic"
"285",16,"H04",3.99209804832242,3.44114819250495,3.71662312041368,0.389580379142286,"T-113",426.30061,"3-Tropanylindole-3-carboxylate methiodide",NA,"Serotonin",NA,"Antagonist","5-HT3","Potent, water soluble 5-HT3 serotonin receptor antagonist"
"286",2,"B05",3.73378163328812,3.69594957654321,3.71486560491567,0.0267513038705595,"A 9512",319.27059,"L(-)-Norepinephrine bitartrate","(-)-Arterenol bitartrate; Noradrenaline bitartrate","Adrenoceptor",NA,"Agonist","alpha, beta1","Adrenergic neurotransmitter; vasoconstrictor"
"287",12,"F02",4.40415990431025,2.99792816385603,3.70104403408314,0.994355999594943,"N-156",511.59868,"Naltriben methanesulfonate","NTB","Opioid",NA,"Antagonist","delta2","Highly selective delta2 opioid receptor antagonist"
"288",10,"D03",3.24131929326967,4.13641388632706,3.68886658979837,0.632927456554289,"L-137",439.8319,"L-733,060 hydrochloride","(2S,3S) 3-([3,5-Bis(trifluoromethyl)phenyl]methoxy)-2-phenylpiperidine hydrochloride","Tachykinin",NA,"Antagonist","NK1","NK1 tachykinin receptor antagonist"
"289",11,"B09",2.32949798179227,5.03828602790637,3.68389200484932,1.91540239620434,"N 5501",219.20161,"NG-Nitro-L-arginine","L-NOARG; L-NNA","Nitric Oxide","Enzyme","Inhibitor","NOS","Potent nitric oxide synthase inhibitor"
"290",12,"F04",3.64488104957275,3.71444707888688,3.67966406422982,0.0491906110682408,"O 3011",158.1582,"Oxiracetam","4-Hydroxy-2-oxopyrrolidine-N-acetamide","Nootropic",NA,"
",NA,"Nootropic agent, improves learning and memory, and prevents impairment of cognitive functions"
"291",9,"F05",3.54066072778435,3.79348069564438,3.66707071171437,0.178770713693197,"I-120",339.64933,"Iofetamine hydrochloride","N-Isopropyl-p-iodoamphetamine hydrochloride","Neurotransmission",NA,"Analog",NA,"Reference standard; radio-iodinated iofetamine is used to image brain blood flow"
"292",6,"G04",4.43022872901658,2.89007763455712,3.66015318178685,1.08905128294416,"D 8690",320.43538,"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol","(5R, 11R)-5,11-Diethyl-5,6,11,12-tetrahydro-2,8-chrysenediol","Hormone",NA,"Antagonist","ER-beta","Potent estrogen receptor beta antagonist; potent partial agonist at estrogen receptor alpha"
"293",10,"E02",4.135376911714,3.1814293895227,3.65840315061835,0.674542761837577,"L-119",598.48582,"L-703,606 oxalate","cis-2-(Diphenylmethyl)-N-[(2-iodophenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine oxalate","Tachykinin",NA,"Antagonist","NK1","Potent and selective non-peptide NK1 tachykinin receptor antagonist"
"294",15,"F07",5.54411152600744,1.76939508133656,3.656753303672,2.66912759508315,"T 3757",348.48956,"TTNPB","Arotinoid acid","Transcription",NA,"Ligand","RAR-alpha, beta, gamma","Selective and highly potent retinoic acid analog with affinity for retinoic acid receptors (RAR) alpha, beta, and gamma"
"295",10,"B02",2.89725338298211,4.39835740796648,3.6478053954743,1.06144083533287,"L-109",481.39917,"Lorglumide sodium","CR 1409","Cholecystokinin",NA,"Antagonist","CCK-A","Potent and selective non-peptide cholecystokinin (CCK) receptor antagonist; orally active"
"296",5,"A04",4.88984166894454,2.36591171919399,3.62787669406927,1.78468798270843,"C-141",535.99185,"CGS-21680 hydrochloride","2-p-(2-Carboxyethyl)phenethylamino-5'-N-ethylcarboxamidoadenosine hydrochloride","Adenosine",NA,"Agonist","A2a","A2a adenosine receptor agonist."
"297",15,"E10",3.85030410545819,3.40060422932075,3.62545416738947,0.317985831915534,"T 6318",216.19801,"Tyrphostin AG 34","Tyrphostin A24","Phosphorylation","Enzyme","Inhibitor","Tyrosine kinase","Protein tyrosine kinase inhibitor in human colon cancer cell lines"
"298",6,"A02",4.4123003307331,2.83319209709963,3.62274621391637,1.11659814022974,"D 5919",459.59017,"Diacylglycerol kinase inhibitor I","R 59022","Phosphorylation","Enzyme","Inhibitor","Diacylglycerol kinase","Diacylglycerol kinase inhibitor"
"299",9,"A02",2.29916195433174,4.92837230635899,3.61376713034536,1.85913246908434,"I 2764",452.74431,"ML-7","1-(5-Iodonaphthalene-1-sulfonyl)-1H-hexahydro-1,4-diazepine hydrochloride","Phosphorylation","Enzyme","Inhibitor","MLCK","Selective myosin light chain kinase (MLCK) inhibitor"
"300",7,"D07",4.81917216398123,2.37468307507057,3.5969276195259,1.72851481130526,"F 6426",307.34947,"Foliosidine",NA,"Anticonvulsant",NA,NA,NA,"Anticonvulsant; prevents cardiac arrhythmia caused by electric stimulation of the atria or by aconitine"
"301",10,"F05",4.43919960410231,2.71759982893202,3.57839971651717,1.21735487551215,"M 2692",494.07636,"MK-886","3-[3-tert-Butylthio-1-(4-chlorobenzyl)-5-isopropyl-1H-indol-2-yl]-2,2-dimethylpropionic acid, sodium salt","Leukotriene",NA,"Inhibitor",NA,"Potent and specific inhibitor of leukotriene biosynthesis"
"302",5,"A05",3.31369251196282,3.80639073991099,3.56004162593691,0.34839025806075,"C-199",285.69461,"CGS-15943","9-Chloro-2-(2-furyl)[1,2,4]triazolo[1,5-c]quinazolin-5-amine","Adenosine",NA,"Antagonist","A1","Highly potent, non-selective A1 adenosine receptor antagonist"
"303",6,"G07",4.32276089185577,2.7964914046439,3.55962614824983,1.07923550432563,"D-101",357.62104,"(±)-DOI hydrochloride","(±)-2,5-Dimethoxy-4-iodoamphetamine hydrochloride","Serotonin",NA,"Agonist","5-HT2/5-HT1C","Potent and selective 5-HT2 serotonin receptor agonist that crosses the blood brain barrier"
"304",2,"E08",2.80767748025382,4.30388887402758,3.5557831771407,1.057981222626,"A-164",292.20788,"Alaproclate hydrochloride","D,L-Alanine, 2-(4-chlorophenyl)-1,1-dimethylethyl ester hydrochloride","Serotonin",NA,"Inhibitor","Reuptake","Potent and selective serotonin reuptake inhibitor"
"305",10,"E08",4.09004722178726,3.00658723899334,3.5483172303903,0.766121900977837,"M 5154",315.84352,"Moxisylyte hydrochloride","4-Dimethylaminoethoxy-5-isopropyl-2-methylphenyl acetate hydrochloride","Adrenoceptor",NA,"Antagonist","alpha1","alpha1-Adrenoceptor antagonist"
"306",12,"B10",1.74188259477903,5.34865684510863,3.54526971994383,2.55037453061709,"P 4651",320.88732,"Promethazine hydrochloride",NA,"Histamine",NA,"Antagonist","H1","H1 Histamine receptor antagonist; anticholinergic"
"307",11,"D09",2.80465347542819,4.28352881315826,3.54409114429323,1.04572277983848,"N 5636",119.0776,"3-Nitropropionic acid",NA,"Cell Stress",NA,"Toxin",NA,"Mitochondrial inhibitor; excitotoxin shown to cause brain lesions similar to those of Huntington's disease"
"308",1,"A09",3.65331530734234,3.43030801136154,3.54181165935194,0.157689971242097,"A 5157",225.18307,"(±)-2-Amino-7-phosphonoheptanoic acid","(±)-AP-7","Glutamate",NA,"Antagonist","NMDA","NMDA glutamate receptor antagonist; anticonvulsant"
"309",15,"G08",4.50399357650473,2.55398908614789,3.52899133132631,1.37886139847554,"T 4500",180.16741,"Theobromine","3,7-Dimethylxanthine","Adenosine",NA,"Antagonist","A1 > A2","Weak adenosine receptor antagonist; weak phosphodiesterase 
inhibitor; diuretic; smooth muscle relaxant"
